count,stand,plate_x,plate_z,called_strike_rate
3-1,L,-0.85,2.45,0.77718
3-1,L,-0.85,2.55,0.75044
3-1,L,-0.85,2.65,0.71007
3-1,L,-0.85,2.75,0.67492
3-1,L,-0.85,2.85,0.66162
3-1,L,-0.85,2.95,0.64007
3-1,L,-0.85,3.05,0.58696
3-1,L,-0.85,3.15,0.49809
3-1,L,-0.85,3.25,0.35271
3-1,L,-0.85,3.35,0.23632
3-1,L,-0.85,3.45,0.13679
3-1,L,-0.85,3.55,0.06868
3-1,L,-0.85,3.65,0.03185
3-1,L,-0.85,3.75,0.0
3-1,L,-0.85,3.85,0.0
3-1,L,-0.85,3.95,0.0
3-1,L,-0.85,4.05,0.0
3-1,L,-0.85,4.15,0.0
3-1,L,-0.75,0.95,0.0
3-1,L,-0.75,1.05,0.0
3-1,L,-0.75,1.15,0.02732
3-1,L,-0.75,1.25,0.09013
3-1,L,-0.75,1.35,0.21033
3-1,L,-0.75,1.45,0.38323
3-1,L,-0.75,1.55,0.59536
3-1,L,-0.75,1.65,0.73227
3-1,L,-0.75,1.75,0.84267
3-1,L,-0.75,1.85,0.88528
3-1,L,-0.75,1.95,0.90644
3-1,L,-0.75,2.05,0.89627
3-1,L,-0.75,2.15,0.88757
3-1,L,-0.75,2.25,0.89245
3-1,L,-0.75,2.35,0.89927
3-1,L,-0.75,2.45,0.90893
3-1,L,-0.75,2.55,0.90573
3-1,L,-0.75,2.65,0.8839
3-1,L,-0.75,2.75,0.83912
3-1,L,-0.75,2.85,0.81784
3-1,L,-0.75,2.95,0.80847
3-1,L,-0.75,3.05,0.78178
3-1,L,-0.75,3.15,0.70565
3-1,L,-0.75,3.25,0.56082
3-1,L,-0.75,3.35,0.3912
3-1,L,-0.75,3.45,0.22715
3-1,L,-0.75,3.55,0.10028
3-1,L,-0.75,3.65,0.0509
3-1,L,-0.75,3.75,0.0066
3-1,L,-0.75,3.85,0.00433
3-1,L,-0.75,3.95,-0.0
3-1,L,-0.75,4.05,-0.0
3-1,L,-0.75,4.15,-0.0
3-1,L,-0.75,4.25,-0.0
3-1,L,-0.65,0.85,0.0
3-1,L,-0.65,0.95,0.0
3-1,L,-0.65,1.05,0.0
3-1,L,-0.65,1.15,0.0398
3-1,L,-0.65,1.25,0.10547
3-1,L,-0.65,1.35,0.21835
3-1,L,-0.65,1.45,0.40599
3-1,L,-0.65,1.55,0.65375
3-1,L,-0.65,1.65,0.81737
3-1,L,-0.65,1.75,0.91649
3-1,L,-0.65,1.85,0.9465
3-1,L,-0.65,1.95,0.96994
3-1,L,-0.65,2.05,0.97059
3-1,L,-0.65,2.15,0.97034
3-1,L,-0.65,2.25,0.97368
3-1,L,-0.65,2.35,0.98028
3-1,L,-0.65,2.45,0.97852
3-1,L,-0.65,2.55,0.97996
3-1,L,-0.65,2.65,0.97699
3-1,L,-0.65,2.75,0.96896
3-1,L,-0.65,2.85,0.94353
3-1,L,-0.65,2.95,0.92825
3-1,L,-0.65,3.05,0.90414
3-1,L,-0.65,3.15,0.83843
3-1,L,-0.65,3.25,0.71461
3-1,L,-0.65,3.35,0.52267
3-1,L,-0.65,3.45,0.32587
3-1,L,-0.65,3.55,0.14555
3-1,L,-0.65,3.65,0.06061
3-1,L,-0.65,3.75,0.00952
3-1,L,-0.65,3.85,0.0038
3-1,L,-0.65,3.95,0.0
3-1,L,-0.65,4.05,0.0
3-1,L,-0.65,4.15,0.0
3-1,L,-0.55,0.85,0.0
3-1,L,-0.55,0.95,0.0
3-1,L,-0.55,1.05,0.0
3-1,L,-0.55,1.15,0.04065
3-1,L,-0.55,1.25,0.10801
3-1,L,-0.55,1.35,0.22543
3-1,L,-0.55,1.45,0.42377
3-1,L,-0.55,1.55,0.67352
3-1,L,-0.55,1.65,0.83726
3-1,L,-0.55,1.75,0.93196
3-1,L,-0.55,1.85,0.96849
3-1,L,-0.55,1.95,0.99161
3-1,L,-0.55,2.05,0.99782
3-1,L,-0.55,2.15,1.0
3-1,L,-0.55,2.25,0.99787
3-1,L,-0.55,2.35,0.9979
3-1,L,-0.55,2.45,0.99779
3-1,L,-0.55,2.55,1.0
3-1,L,-0.55,2.65,1.0
3-1,L,-0.55,2.75,0.99511
3-1,L,-0.55,2.85,0.98953
3-1,L,-0.55,2.95,0.97606
3-1,L,-0.55,3.05,0.96094
3-1,L,-0.55,3.15,0.90769
3-1,L,-0.55,3.25,0.80203
3-1,L,-0.55,3.35,0.6123
3-1,L,-0.55,3.45,0.39211
3-1,L,-0.55,3.55,0.18519
3-1,L,-0.55,3.65,0.07736
3-1,L,-0.55,3.75,0.01024
3-1,L,-0.55,3.85,0.0041
3-1,L,-0.55,3.95,-0.0
3-1,L,-0.55,4.05,-0.0
3-1,L,-0.55,4.15,-0.0
3-1,L,-0.45,0.85,0.0
3-1,L,-0.45,0.95,0.0
3-1,L,-0.45,1.05,0.0
3-1,L,-0.45,1.15,0.04828
3-1,L,-0.45,1.25,0.11321
3-1,L,-0.45,1.35,0.25193
3-1,L,-0.45,1.45,0.43902
3-1,L,-0.45,1.55,0.66075
3-1,L,-0.45,1.65,0.83476
3-1,L,-0.45,1.75,0.93737
3-1,L,-0.45,1.85,0.97899
3-1,L,-0.45,1.95,0.99572
3-1,L,-0.45,2.05,0.99775
3-1,L,-0.45,2.15,1.0
3-1,L,-0.45,2.25,1.0
3-1,L,-0.45,2.35,1.0
3-1,L,-0.45,2.45,1.0
3-1,L,-0.45,2.55,1.0
3-1,L,-0.45,2.65,1.0
3-1,L,-0.45,2.75,1.0
3-1,L,-0.45,2.85,0.99708
3-1,L,-0.45,2.95,0.99401
3-1,L,-0.45,3.05,0.98119
3-1,L,-0.45,3.15,0.93691
3-1,L,-0.45,3.25,0.82934
3-1,L,-0.45,3.35,0.67638
3-1,L,-0.45,3.45,0.46774
3-1,L,-0.45,3.55,0.26744
3-1,L,-0.45,3.65,0.10942
3-1,L,-0.45,3.75,0.0293
3-1,L,-0.45,3.85,0.01277
3-1,L,-0.45,3.95,0.0101
3-1,L,-0.45,4.05,-0.0
3-1,L,-0.45,4.15,-0.0
3-1,L,-0.35,0.85,0.0
3-1,L,-0.35,0.95,0.0
3-1,L,-0.35,1.05,0.00424
3-1,L,-0.35,1.15,0.05
3-1,L,-0.35,1.25,0.12012
3-1,L,-0.35,1.35,0.2861
3-1,L,-0.35,1.45,0.51872
3-1,L,-0.35,1.55,0.71625
3-1,L,-0.35,1.65,0.85991
3-1,L,-0.35,1.75,0.94384
3-1,L,-0.35,1.85,0.9867
3-1,L,-0.35,1.95,0.99772
3-1,L,-0.35,2.05,1.0
3-1,L,-0.35,2.15,1.0
3-1,L,-0.35,2.25,1.0
3-1,L,-0.35,2.35,1.0
3-1,L,-0.35,2.45,1.0
3-1,L,-0.35,2.55,1.0
3-1,L,-0.35,2.65,1.0
3-1,L,-0.35,2.75,1.0
3-1,L,-0.35,2.85,1.0
3-1,L,-0.35,2.95,0.99659
3-1,L,-0.35,3.05,0.98141
3-1,L,-0.35,3.15,0.94677
3-1,L,-0.35,3.25,0.83219
3-1,L,-0.35,3.35,0.71478
3-1,L,-0.35,3.45,0.50492
3-1,L,-0.35,3.55,0.3042
3-1,L,-0.35,3.65,0.14029
3-1,L,-0.35,3.75,0.04858
3-1,L,-0.35,3.85,0.02283
3-1,L,-0.35,3.95,0.01026
3-1,L,-0.35,4.05,-0.0
3-1,L,-0.35,4.15,-0.0
3-1,L,-0.25,0.85,0.0
3-1,L,-0.25,0.95,0.0
3-1,L,-0.25,1.05,0.00457
3-1,L,-0.25,1.15,0.0459
3-1,L,-0.25,1.25,0.12387
3-1,L,-0.25,1.35,0.271
3-1,L,-0.25,1.45,0.52533
3-1,L,-0.25,1.55,0.70952
3-1,L,-0.25,1.65,0.87389
3-1,L,-0.25,1.75,0.95165
3-1,L,-0.25,1.85,0.98681
3-1,L,-0.25,1.95,0.9977
3-1,L,-0.25,2.05,1.0
3-1,L,-0.25,2.15,1.0
3-1,L,-0.25,2.25,1.0
3-1,L,-0.25,2.35,1.0
3-1,L,-0.25,2.45,1.0
3-1,L,-0.25,2.55,1.0
3-1,L,-0.25,2.65,1.0
3-1,L,-0.25,2.75,1.0
3-1,L,-0.25,2.85,1.0
3-1,L,-0.25,2.95,0.99611
3-1,L,-0.25,3.05,0.98367
3-1,L,-0.25,3.15,0.96567
3-1,L,-0.25,3.25,0.86454
3-1,L,-0.25,3.35,0.74525
3-1,L,-0.25,3.45,0.53333
3-1,L,-0.25,3.55,0.32707
3-1,L,-0.25,3.65,0.13359
3-1,L,-0.25,3.75,0.05882
3-1,L,-0.25,3.85,0.02542
3-1,L,-0.25,3.95,0.01478
3-1,L,-0.25,4.05,0.0
3-1,L,-0.25,4.15,0.0
3-1,L,-0.15,0.85,0.0
3-1,L,-0.15,0.95,0.0
3-1,L,-0.15,1.05,0.00433
3-1,L,-0.15,1.15,0.04545
3-1,L,-0.15,1.25,0.12571
3-1,L,-0.15,1.35,0.27806
3-1,L,-0.15,1.45,0.4975
3-1,L,-0.15,1.55,0.70673
3-1,L,-0.15,1.65,0.88276
3-1,L,-0.15,1.75,0.96244
3-1,L,-0.15,1.85,0.98554
3-1,L,-0.15,1.95,0.99476
3-1,L,-0.15,2.05,1.0
3-1,L,-0.15,2.15,1.0
3-1,L,-0.15,2.25,1.0
3-1,L,-0.15,2.35,1.0
3-1,L,-0.15,2.45,1.0
3-1,L,-0.15,2.55,1.0
3-1,L,-0.15,2.65,1.0
3-1,L,-0.15,2.75,1.0
3-1,L,-0.15,2.85,1.0
3-1,L,-0.15,2.95,0.99526
3-1,L,-0.15,3.05,0.98551
3-1,L,-0.15,3.15,0.96154
3-1,L,-0.15,3.25,0.87054
3-1,L,-0.15,3.35,0.73043
3-1,L,-0.15,3.45,0.51142
3-1,L,-0.15,3.55,0.28372
3-1,L,-0.15,3.65,0.10455
3-1,L,-0.15,3.75,0.03913
3-1,L,-0.15,3.85,0.01389
3-1,L,-0.15,3.95,0.00541
3-1,L,-0.15,4.05,-0.0
3-1,L,-0.15,4.15,-0.0
3-1,L,-0.05,0.85,0.0
3-1,L,-0.05,0.95,0.0
3-1,L,-0.05,1.05,0.0
3-1,L,-0.05,1.15,0.04545
3-1,L,-0.05,1.25,0.12676
3-1,L,-0.05,1.35,0.2799
3-1,L,-0.05,1.45,0.47786
3-1,L,-0.05,1.55,0.68632
3-1,L,-0.05,1.65,0.87441
3-1,L,-0.05,1.75,0.96509
3-1,L,-0.05,1.85,0.99219
3-1,L,-0.05,1.95,0.9972
3-1,L,-0.05,2.05,1.0
3-1,L,-0.05,2.15,1.0
3-1,L,-0.05,2.25,1.0
3-1,L,-0.05,2.35,1.0
3-1,L,-0.05,2.45,1.0
3-1,L,-0.05,2.55,1.0
3-1,L,-0.05,2.65,1.0
3-1,L,-0.05,2.75,1.0
3-1,L,-0.05,2.85,1.0
3-1,L,-0.05,2.95,1.0
3-1,L,-0.05,3.05,0.99495
3-1,L,-0.05,3.15,0.97015
3-1,L,-0.05,3.25,0.87324
3-1,L,-0.05,3.35,0.71552
3-1,L,-0.05,3.45,0.51339
3-1,L,-0.05,3.55,0.3018
3-1,L,-0.05,3.65,0.11712
3-1,L,-0.05,3.75,0.03097
3-1,L,-0.05,3.85,0.00985
3-1,L,-0.05,3.95,0.00625
3-1,L,-0.05,4.05,0.0
3-1,L,0.05,0.85,0.0
3-1,L,0.05,0.95,0.0
3-1,L,0.05,1.05,0.00375
3-1,L,0.05,1.15,0.0487
3-1,L,0.05,1.25,0.12463
3-1,L,0.05,1.35,0.29333
3-1,L,0.05,1.45,0.49038
3-1,L,0.05,1.55,0.69834
3-1,L,0.05,1.65,0.86816
3-1,L,0.05,1.75,0.94851
3-1,L,0.05,1.85,0.98521
3-1,L,0.05,1.95,0.99688
3-1,L,0.05,2.05,1.0
3-1,L,0.05,2.15,1.0
3-1,L,0.05,2.25,1.0
3-1,L,0.05,2.35,1.0
3-1,L,0.05,2.45,1.0
3-1,L,0.05,2.55,1.0
3-1,L,0.05,2.65,1.0
3-1,L,0.05,2.75,1.0
3-1,L,0.05,2.85,1.0
3-1,L,0.05,2.95,1.0
3-1,L,0.05,3.05,0.99435
3-1,L,0.05,3.15,0.96471
3-1,L,0.05,3.25,0.83523
3-1,L,0.05,3.35,0.67788
3-1,L,0.05,3.45,0.49048
3-1,L,0.05,3.55,0.30288
3-1,L,0.05,3.65,0.14721
3-1,L,0.05,3.75,0.04124
3-1,L,0.05,3.85,0.00585
3-1,L,0.05,3.95,-0.0
3-1,L,0.15,0.85,0.0
3-1,L,0.15,0.95,0.0
3-1,L,0.15,1.05,0.00403
3-1,L,0.15,1.15,0.03597
3-1,L,0.15,1.25,0.10323
3-1,L,0.15,1.35,0.27035
3-1,L,0.15,1.45,0.4797
3-1,L,0.15,1.55,0.69712
3-1,L,0.15,1.65,0.85347
3-1,L,0.15,1.75,0.9382
3-1,L,0.15,1.85,0.98742
3-1,L,0.15,1.95,1.0
3-1,L,0.15,2.05,1.0
3-1,L,0.15,2.15,1.0
3-1,L,0.15,2.25,1.0
3-1,L,0.15,2.35,1.0
3-1,L,0.15,2.45,1.0
3-1,L,0.15,2.55,1.0
3-1,L,0.15,2.65,1.0
3-1,L,0.15,2.75,1.0
3-1,L,0.15,2.85,1.0
3-1,L,0.15,2.95,1.0
3-1,L,0.15,3.05,0.98295
3-1,L,0.15,3.15,0.95181
3-1,L,0.15,3.25,0.80982
3-1,L,0.15,3.35,0.66667
3-1,L,0.15,3.45,0.46569
3-1,L,0.15,3.55,0.30288
3-1,L,0.15,3.65,0.15816
3-1,L,0.15,3.75,0.0625
3-1,L,0.15,3.85,0.01361
3-1,L,0.15,3.95,0.00813
3-1,L,0.25,0.85,0.0
3-1,L,0.25,0.95,0.0
3-1,L,0.25,1.05,0.0042
3-1,L,0.25,1.15,0.01832
3-1,L,0.25,1.25,0.08882
3-1,L,0.25,1.35,0.25513
3-1,L,0.25,1.45,0.4788
3-1,L,0.25,1.55,0.68137
3-1,L,0.25,1.65,0.82908
3-1,L,0.25,1.75,0.92416
3-1,L,0.25,1.85,0.9791
3-1,L,0.25,1.95,1.0
3-1,L,0.25,2.05,1.0
3-1,L,0.25,2.15,1.0
3-1,L,0.25,2.25,1.0
3-1,L,0.25,2.35,1.0
3-1,L,0.25,2.45,1.0
3-1,L,0.25,2.55,1.0
3-1,L,0.25,2.65,1.0
3-1,L,0.25,2.75,1.0
3-1,L,0.25,2.85,1.0
3-1,L,0.25,2.95,1.0
3-1,L,0.25,3.05,0.96319
3-1,L,0.25,3.15,0.92357
3-1,L,0.25,3.25,0.79739
3-1,L,0.25,3.35,0.65294
3-1,L,0.25,3.45,0.44444
3-1,L,0.25,3.55,0.26163
3-1,L,0.25,3.65,0.11111
3-1,L,0.25,3.75,0.06122
3-1,L,0.25,3.85,0.01481
3-1,L,0.25,3.95,0.0177
3-1,L,0.35,0.85,0.0
3-1,L,0.35,0.95,0.0
3-1,L,0.35,1.05,0.0
3-1,L,0.35,1.15,0.01154
3-1,L,0.35,1.25,0.08278
3-1,L,0.35,1.35,0.24332
3-1,L,0.35,1.45,0.44103
3-1,L,0.35,1.55,0.64935
3-1,L,0.35,1.65,0.81984
3-1,L,0.35,1.75,0.92898
3-1,L,0.35,1.85,0.97654
3-1,L,0.35,1.95,0.99663
3-1,L,0.35,2.05,1.0
3-1,L,0.35,2.15,1.0
3-1,L,0.35,2.25,1.0
3-1,L,0.35,2.35,1.0
3-1,L,0.35,2.45,1.0
3-1,L,0.35,2.55,0.99552
3-1,L,0.35,2.65,0.99507
3-1,L,0.35,2.75,0.9951
3-1,L,0.35,2.85,1.0
3-1,L,0.35,2.95,0.99457
3-1,L,0.35,3.05,0.94611
3-1,L,0.35,3.15,0.89595
3-1,L,0.35,3.25,0.81714
3-1,L,0.35,3.35,0.7191
3-1,L,0.35,3.45,0.5
3-1,L,0.35,3.55,0.28221
3-1,L,0.35,3.65,0.10596
3-1,L,0.35,3.75,0.05634
3-1,L,0.35,3.85,0.02521
3-1,L,0.35,3.95,0.0297
3-1,L,0.45,0.85,0.0
3-1,L,0.45,0.95,0.0
3-1,L,0.45,1.05,0.0
3-1,L,0.45,1.15,0.01167
3-1,L,0.45,1.25,0.07432
3-1,L,0.45,1.35,0.21317
3-1,L,0.45,1.45,0.40379
3-1,L,0.45,1.55,0.59401
3-1,L,0.45,1.65,0.784
3-1,L,0.45,1.75,0.896
3-1,L,0.45,1.85,0.95317
3-1,L,0.45,1.95,0.97281
3-1,L,0.45,2.05,0.97924
3-1,L,0.45,2.15,0.99296
3-1,L,0.45,2.25,1.0
3-1,L,0.45,2.35,1.0
3-1,L,0.45,2.45,1.0
3-1,L,0.45,2.55,0.9913
3-1,L,0.45,2.65,0.9801
3-1,L,0.45,2.75,0.97073
3-1,L,0.45,2.85,0.96651
3-1,L,0.45,2.95,0.96535
3-1,L,0.45,3.05,0.92135
3-1,L,0.45,3.15,0.86932
3-1,L,0.45,3.25,0.80571
3-1,L,0.45,3.35,0.7
3-1,L,0.45,3.45,0.53086
3-1,L,0.45,3.55,0.30345
3-1,L,0.45,3.65,0.1
3-1,L,0.45,3.75,0.04478
3-1,L,0.45,3.85,0.02564
3-1,L,0.55,0.85,0.0
3-1,L,0.55,0.95,0.0
3-1,L,0.55,1.05,0.00448
3-1,L,0.55,1.15,0.01709
3-1,L,0.55,1.25,0.05243
3-1,L,0.55,1.35,0.157
3-1,L,0.55,1.45,0.30818
3-1,L,0.55,1.55,0.52012
3-1,L,0.55,1.65,0.72941
3-1,L,0.55,1.75,0.83684
3-1,L,0.55,1.85,0.89008
3-1,L,0.55,1.95,0.92711
3-1,L,0.55,2.05,0.9375
3-1,L,0.55,2.15,0.96703
3-1,L,0.55,2.25,0.96443
3-1,L,0.55,2.35,0.96565
3-1,L,0.55,2.45,0.9751
3-1,L,0.55,2.55,0.98157
3-1,L,0.55,2.65,0.96154
3-1,L,0.55,2.75,0.93548
3-1,L,0.55,2.85,0.91753
3-1,L,0.55,2.95,0.92
3-1,L,0.55,3.05,0.8895
3-1,L,0.55,3.15,0.83626
3-1,L,0.55,3.25,0.74691
3-1,L,0.55,3.35,0.63226
3-1,L,0.55,3.45,0.43151
3-1,L,0.55,3.55,0.25352
3-1,L,0.55,3.65,0.11024
3-1,L,0.55,3.75,0.05833
3-1,L,0.65,0.95,0.0
3-1,L,0.65,1.05,0.00508
3-1,L,0.65,1.15,0.01408
3-1,L,0.65,1.25,0.03891
3-1,L,0.65,1.35,0.11604
3-1,L,0.65,1.45,0.22956
3-1,L,0.65,1.55,0.4081
3-1,L,0.65,1.65,0.58567
3-1,L,0.65,1.75,0.71582
3-1,L,0.65,1.85,0.78297
3-1,L,0.65,1.95,0.81449
3-1,L,0.65,2.05,0.81949
3-1,L,0.65,2.15,0.87692
3-1,L,0.65,2.25,0.90204
3-1,L,0.65,2.35,0.90612
3-1,L,0.65,2.45,0.90909
3-1,L,0.65,2.55,0.90909
3-1,L,0.65,2.65,0.90055
3-1,L,0.65,2.75,0.86047
3-1,L,0.65,2.85,0.81871
3-1,L,0.65,2.95,0.8125
3-1,L,0.65,3.05,0.78947
3-1,L,0.65,3.15,0.71242
3-1,L,0.65,3.25,0.58865
3-1,L,0.65,3.35,0.42969
3-1,L,0.65,3.45,0.2562
3-1,L,0.65,3.55,0.14783
3-1,L,0.65,3.65,0.06542
3-1,L,0.75,0.95,0.0
3-1,L,0.75,1.05,0.00552
3-1,L,0.75,1.15,0.01015
3-1,L,0.75,1.25,0.03017
3-1,L,0.75,1.35,0.07836
3-1,L,0.75,1.45,0.15932
3-1,L,0.75,1.55,0.29897
3-1,L,0.75,1.65,0.40816
3-1,L,0.75,1.75,0.52252
3-1,L,0.75,1.85,0.59697
3-1,L,0.75,1.95,0.65372
3-1,L,0.75,2.05,0.6679
3-1,L,0.75,2.15,0.71875
3-1,L,0.75,2.25,0.75794
3-1,L,0.75,2.35,0.8
3-1,L,0.75,2.45,0.76256
3-1,L,0.75,2.55,0.76303
3-1,L,0.75,2.65,0.73936
3-1,L,0.75,2.75,0.69832
3-1,L,0.75,2.85,0.62011
3-1,L,0.75,2.95,0.63057
3-1,L,0.75,3.05,0.58599
3-1,L,0.75,3.15,0.51938
3-1,L,0.75,3.25,0.38346
3-1,L,0.75,3.35,0.24324
3-1,L,0.75,3.45,0.11712
3-1,L,0.75,3.55,0.03883
3-1,L,0.85,0.95,0.0
3-1,L,0.85,1.05,0.0
3-1,L,0.85,1.15,0.0
3-1,L,0.85,1.25,0.01923
3-1,L,0.85,1.35,0.05263
3-1,L,0.85,1.45,0.08712
3-1,L,0.85,1.55,0.17143
3-1,L,0.85,1.65,0.20641
3-1,L,0.85,1.75,0.30263
3-1,L,0.85,1.85,0.34471
3-1,L,0.85,1.95,0.4
3-1,L,0.85,2.05,0.42146
3-1,L,0.85,2.15,0.46502
3-1,L,0.85,2.25,0.54545
3-1,L,0.85,2.35,0.6028
3-1,L,0.85,2.45,0.57014
3-1,L,0.85,2.55,0.53953
3-1,L,0.85,2.65,0.5297
3-1,L,0.85,2.75,0.51705
3-1,L,0.85,2.85,0.45763
3-1,L,0.85,2.95,0.39735
3-1,L,0.85,3.05,0.35811
3-1,L,0.85,3.15,0.32787
3-1,L,0.85,3.25,0.26119
3-1,L,0.85,3.35,0.17699
3-1,L,0.85,3.45,0.08108
3-1,L,0.95,0.95,0.0
3-1,L,0.95,1.05,0.0
3-1,L,0.95,1.15,0.0
3-1,L,0.95,1.25,0.00541
3-1,L,0.95,1.35,0.01422
3-1,L,0.95,1.45,0.03448
3-1,L,0.95,1.55,0.07229
3-1,L,0.95,1.65,0.09886
3-1,L,0.95,1.75,0.15129
3-1,L,0.95,1.85,0.19466
3-1,L,0.95,1.95,0.25306
3-1,L,0.95,2.05,0.28017
3-1,L,0.95,2.15,0.27803
3-1,L,0.95,2.25,0.28241
3-1,L,0.95,2.35,0.32367
3-1,L,0.95,2.45,0.31163
3-1,L,0.95,2.55,0.30151
3-1,L,0.95,2.65,0.27684
3-1,L,0.95,2.75,0.29333
3-1,L,0.95,2.85,0.26144
3-1,L,0.95,2.95,0.21014
3-1,L,0.95,3.05,0.16541
3-1,L,0.95,3.15,0.16814
3-1,L,0.95,3.25,0.14876
3-1,L,0.95,3.35,0.11321
3-1,L,0.95,3.45,0.06542
3-1,L,1.05,1.05,0.0
3-1,L,1.05,1.15,0.0
3-1,L,1.05,1.25,0.0
3-1,L,1.05,1.35,0.0
3-1,L,1.05,1.45,0.0
3-1,L,1.05,1.55,0.00474
3-1,L,1.05,1.65,0.02586
3-1,L,1.05,1.75,0.0515
3-1,L,1.05,1.85,0.07143
3-1,L,1.05,1.95,0.07177
3-1,L,1.05,2.05,0.095
3-1,L,1.05,2.15,0.09137
3-1,L,1.05,2.25,0.10363
3-1,L,1.05,2.35,0.09574
3-1,L,1.05,2.45,0.1016
3-1,L,1.05,2.55,0.10345
3-1,L,1.05,2.65,0.10526
3-1,L,1.05,2.75,0.12097
3-1,L,1.05,2.85,0.1
3-1,L,1.05,2.95,0.04839
3-1,L,1.05,3.05,0.05217
3-1,L,1.05,3.15,0.07619
3-1,L,1.05,3.25,0.08824
3-1,L,1.15,1.25,0.0
3-1,L,1.15,1.35,0.0
3-1,L,1.15,1.45,0.0
3-1,L,1.15,1.55,0.0
3-1,L,1.15,1.65,0.00524
3-1,L,1.15,1.75,0.01053
3-1,L,1.15,1.85,0.01657
3-1,L,1.15,1.95,0.01176
3-1,L,1.15,2.05,0.02924
3-1,L,1.15,2.15,0.02762
3-1,L,1.15,2.25,0.03261
3-1,L,1.15,2.35,0.01667
3-1,L,1.15,2.45,0.01829
3-1,L,1.15,2.55,0.01307
3-1,L,1.15,2.65,0.01481
3-1,L,1.15,2.75,0.02564
3-1,L,1.15,2.85,0.03704
3-1,L,1.15,2.95,0.02727
3-1,L,1.25,1.35,0.00952
3-1,L,1.25,1.45,0.00794
3-1,L,1.25,1.55,0.00704
3-1,L,1.25,1.65,0.0
3-1,L,1.25,1.75,0.0
3-1,L,1.25,1.85,0.0
3-1,L,1.25,1.95,0.0
3-1,L,1.25,2.05,0.01205
3-1,L,1.25,2.15,0.01149
3-1,L,1.25,2.25,0.01183
3-1,L,1.25,2.35,0.00637
3-1,L,1.25,2.45,0.00775
3-1,L,1.25,2.55,0.00775
3-1,L,1.25,2.65,0.00813
3-1,L,1.25,2.75,0.01709
3-1,L,1.25,2.85,0.01887
3-1,L,1.25,2.95,0.00971
3-1,L,1.35,1.35,0.0098
3-1,L,1.35,1.45,0.00901
3-1,L,1.35,1.55,0.00877
3-1,L,1.35,1.65,0.0
3-1,L,1.35,1.75,0.0
3-1,L,1.35,1.85,0.0
3-1,L,1.35,1.95,0.0
3-1,L,1.35,2.05,0.0
3-1,L,1.35,2.15,0.0
3-1,L,1.35,2.25,0.0
3-1,L,1.35,2.35,0.0
3-1,L,1.35,2.45,0.0
3-1,L,1.35,2.55,0.0
3-1,L,1.35,2.65,0.0
3-1,L,1.35,2.75,0.0
3-1,L,1.45,2.05,0.0
3-1,L,1.45,2.15,0.0
3-1,L,1.45,2.25,0.0
3-1,L,1.45,2.35,0.0
3-2,Any,-1.95,1.65,0.0
3-2,Any,-1.95,1.75,0.0
3-2,Any,-1.95,1.85,0.0
3-2,Any,-1.95,1.95,0.0
3-2,Any,-1.95,2.05,0.0
3-2,Any,-1.95,2.15,0.0
3-2,Any,-1.95,2.25,0.0
3-2,Any,-1.95,2.35,0.0
3-2,Any,-1.95,2.45,0.0
3-2,Any,-1.95,2.55,0.0
3-2,Any,-1.95,2.65,0.0
3-2,Any,-1.95,2.75,0.0
3-2,Any,-1.95,2.85,0.0
3-2,Any,-1.95,2.95,0.0
3-2,Any,-1.95,3.05,0.0
3-2,Any,-1.95,3.15,0.0
3-2,Any,-1.95,3.25,0.0
3-2,Any,-1.95,3.35,0.0
3-2,Any,-1.95,3.45,0.0
3-2,Any,-1.95,3.55,0.0
3-2,Any,-1.95,3.65,0.0
3-2,Any,-1.85,1.35,0.0
3-2,Any,-1.85,1.45,0.0
3-2,Any,-1.85,1.55,0.0
3-2,Any,-1.85,1.65,0.0
3-2,Any,-1.85,1.75,0.0
3-2,Any,-1.85,1.85,0.0
3-2,Any,-1.85,1.95,0.0
3-2,Any,-1.85,2.05,0.0
3-2,Any,-1.85,2.15,0.0
3-2,Any,-1.85,2.25,0.0
3-2,Any,-1.85,2.35,0.0
3-2,Any,-1.85,2.45,0.0
3-2,Any,-1.85,2.55,0.0
3-2,Any,-1.85,2.65,0.0
3-2,Any,-1.85,2.75,0.0
3-2,Any,-1.85,2.85,0.0
3-2,Any,-1.85,2.95,0.0
3-2,Any,-1.85,3.05,0.0
3-2,Any,-1.85,3.15,0.0
3-2,Any,-1.85,3.25,0.0
3-2,Any,-1.85,3.35,0.0
3-2,Any,-1.85,3.45,0.0
3-2,Any,-1.85,3.55,0.0
3-2,Any,-1.85,3.65,0.0
3-2,Any,-1.85,3.75,0.0
3-2,Any,-1.85,3.85,0.0
3-2,Any,-1.85,3.95,0.0
3-2,Any,-1.75,1.05,0.0
3-2,Any,-1.75,1.15,0.0
3-2,Any,-1.75,1.25,0.0
3-2,Any,-1.75,1.35,0.0
3-2,Any,-1.75,1.45,0.0
3-2,Any,-1.75,1.55,0.0
3-2,Any,-1.75,1.65,0.0
3-2,Any,-1.75,1.75,0.0
3-2,Any,-1.75,1.85,0.0
3-2,Any,-1.75,1.95,0.0
3-2,Any,-1.75,2.05,0.0
3-2,Any,-1.75,2.15,0.0
3-2,Any,-1.75,2.25,0.0
3-2,Any,-1.75,2.35,0.0
3-2,Any,-1.75,2.45,0.0
3-2,Any,-1.75,2.55,0.0
