person_key,season,effect_per_100,se_per_100,pitches
pitcher-622694,2024,1.63763,0.87649,136
pitcher-622766,2024,-0.29496,0.28804,3
pitcher-622786,2024,-0.45011,0.76907,316
pitcher-623149,2024,2.34555,1.23459,292
pitcher-623167,2024,1.55829,0.54517,1420
pitcher-623168,2024,0.15001,0.12769,3
pitcher-623211,2024,-1.58697,0.67824,430
pitcher-623352,2024,0.5402,0.74142,510
pitcher-623433,2024,0.82999,0.87788,305
pitcher-623437,2024,-0.06744,0.11934,6
pitcher-623451,2024,0.41243,0.87665,22
pitcher-623465,2024,-0.36293,0.8628,465
pitcher-623474,2024,-0.07931,0.86973,91
pitcher-623520,2024,-1.23861,1.09363,8
pitcher-624133,2024,0.87205,0.6383,1158
pitcher-624431,2024,-0.23551,0.14218,21
pitcher-624522,2024,-0.90962,1.11522,274
pitcher-624647,2024,-0.07553,1.05185,207
pitcher-625643,2024,-1.80534,0.64898,1018
pitcher-628317,2024,-1.45466,0.67648,966
pitcher-628452,2024,0.82455,0.83618,434
pitcher-628708,2024,-1.82363,1.06674,258
pitcher-630023,2024,-0.34728,1.41513,263
pitcher-640448,2024,0.65666,0.54257,483
pitcher-640451,2024,-0.76397,0.72019,415
pitcher-640454,2024,0.24512,0.26229,12
pitcher-640455,2024,-0.91163,0.75762,1493
pitcher-640462,2024,-1.14172,0.70223,566
pitcher-640470,2024,0.3266,0.76857,164
pitcher-640902,2024,-0.85139,0.89696,4
pitcher-641149,2024,-0.29977,0.61088,66
pitcher-641154,2024,-1.39094,0.76349,1373
pitcher-641302,2024,0.22716,0.73542,816
pitcher-641312,2024,1.25691,1.39265,111
pitcher-641329,2024,-0.44915,1.1194,186
pitcher-641343,2024,-0.69817,0.61831,40
pitcher-641360,2024,0.97759,0.77676,88
pitcher-641401,2024,-2.48048,1.97133,56
pitcher-641427,2024,-0.62734,0.57557,36
pitcher-641482,2024,-0.43665,0.54324,1382
pitcher-641540,2024,0.04171,0.98897,890
pitcher-641582,2024,-0.76494,0.50524,55
pitcher-641585,2024,1.80099,1.50379,248
pitcher-641645,2024,-0.80785,0.59525,17
pitcher-641656,2024,1.08403,1.08153,282
pitcher-641658,2024,-0.09669,0.09402,7
pitcher-641703,2024,-0.16282,1.00581,307
pitcher-641712,2024,-1.3929,0.51857,834
pitcher-641726,2024,0.83016,1.97908,138
pitcher-641729,2024,-0.83418,0.84704,513
pitcher-641745,2024,0.8151,0.74526,376
pitcher-641755,2024,-1.03345,1.00469,538
pitcher-641771,2024,0.90611,0.79327,551
pitcher-641793,2024,-0.12325,0.77556,1157
pitcher-641816,2024,-0.06811,0.5534,114
pitcher-641835,2024,1.7564,0.91075,384
pitcher-641927,2024,0.75969,0.67637,1249
pitcher-641941,2024,0.51207,1.28027,254
pitcher-642016,2024,-1.50855,0.81513,54
pitcher-642028,2024,-1.26948,0.9024,86
pitcher-642048,2024,-1.12619,0.88094,315
pitcher-642086,2024,2.15325,1.36137,13
pitcher-642100,2024,-2.24352,1.02852,210
pitcher-642121,2024,-1.05743,0.55601,143
pitcher-642133,2024,2.38174,1.30584,25
pitcher-642207,2024,0.04411,1.07278,198
pitcher-642215,2024,0.09739,0.08266,4
pitcher-642216,2024,-0.88167,0.62849,65
pitcher-642232,2024,-0.30805,0.80483,779
pitcher-642239,2024,0.56986,1.10484,41
pitcher-642397,2024,-1.64786,0.61883,476
pitcher-642520,2024,-1.3167,0.81737,260
pitcher-642528,2024,0.40051,0.4055,27
pitcher-642546,2024,0.23789,0.64844,378
pitcher-642547,2024,-0.3198,0.47004,1526
pitcher-642629,2024,-1.94895,1.21504,185
pitcher-642701,2024,-1.19394,0.85643,520
pitcher-642834,2024,1.07881,1.11477,66
pitcher-643256,2024,-1.06101,1.43426,229
pitcher-643338,2024,1.05338,0.71787,380
pitcher-643361,2024,0.51133,0.88744,78
pitcher-643377,2024,1.75343,0.68454,493
pitcher-643396,2024,-1.09263,0.78215,10
pitcher-643410,2024,0.8608,0.65118,489
pitcher-643493,2024,0.24928,1.0621,43
pitcher-643511,2024,-2.05365,1.02497,463
pitcher-646242,2024,-0.83072,0.57241,85
pitcher-647315,2024,0.42497,0.96369,356
pitcher-647336,2024,0.6467,0.65499,770
pitcher-650489,2024,-0.50625,0.44038,7
pitcher-650556,2024,0.23576,0.84476,671
pitcher-650633,2024,0.8355,0.72092,1554
pitcher-650644,2024,2.95067,0.689,1432
pitcher-650671,2024,0.31468,0.95933,194
pitcher-650893,2024,-0.09331,0.85327,491
pitcher-650895,2024,-1.83313,1.13554,98
pitcher-650911,2024,0.35871,0.7217,1270
pitcher-650960,2024,0.22292,0.36046,23
pitcher-655889,2024,0.30169,0.74976,286
pitcher-656186,2024,-1.08448,0.58943,44
pitcher-656222,2024,1.44671,0.62717,579
pitcher-656232,2024,-2.10992,0.79786,257
pitcher-656234,2024,-0.59709,0.82452,365
pitcher-656240,2024,-0.27526,0.90619,137
pitcher-656266,2024,-0.93677,0.81938,44
pitcher-656271,2024,-1.13356,0.94777,260
pitcher-656288,2024,0.73111,0.67032,1392
pitcher-656302,2024,1.00671,0.59771,1559
pitcher-656353,2024,-1.21482,0.85295,32
pitcher-656354,2024,-0.68117,1.29657,84
pitcher-656412,2024,1.68993,0.85527,488
pitcher-656420,2024,1.37709,1.43301,87
pitcher-656427,2024,0.65956,0.63932,1306
pitcher-656457,2024,-0.0337,0.7812,59
pitcher-656458,2024,1.4315,1.26375,23
pitcher-656464,2024,0.59666,0.72837,555
pitcher-656529,2024,1.33738,1.18263,175
pitcher-656546,2024,0.23505,0.7545,460
pitcher-656550,2024,0.78296,0.7996,446
pitcher-656557,2024,0.51621,0.73031,1407
pitcher-656605,2024,-0.09232,0.5233,1448
pitcher-656629,2024,-0.42296,0.57238,584
pitcher-656638,2024,-0.30319,0.88309,183
pitcher-656641,2024,-0.31606,0.71106,403
pitcher-656657,2024,0.39512,0.35146,16
pitcher-656671,2024,0.39794,0.60168,45
pitcher-656716,2024,-0.5324,0.50056,16
pitcher-656730,2024,-0.47499,1.0604,306
pitcher-656731,2024,-1.15001,0.89826,675
pitcher-656756,2024,-0.58605,0.5579,856
pitcher-656786,2024,0.10911,1.09395,103
pitcher-656793,2024,1.51037,0.65835,50
pitcher-656794,2024,-0.56795,0.35546,100
pitcher-656814,2024,0.02788,0.03156,2
pitcher-656848,2024,-0.3991,1.37958,162
pitcher-656849,2024,0.50967,0.84196,930
pitcher-656876,2024,0.26159,0.9673,232
pitcher-656887,2024,3.9432,1.05794,208
pitcher-656896,2024,-0.35003,0.41344,27
pitcher-656924,2024,-1.62542,1.04473,148
pitcher-656945,2024,-0.22828,0.72671,534
pitcher-656976,2024,-0.23034,0.22832,11
pitcher-657006,2024,-1.20091,0.99229,961
pitcher-657024,2024,1.36836,0.8099,319
pitcher-657044,2024,-0.70472,0.67355,481
pitcher-657053,2024,1.28994,0.79872,263
pitcher-657061,2024,0.00745,0.04736,5
pitcher-657097,2024,-0.409,0.97457,459
pitcher-657193,2024,0.01274,0.04082,5
pitcher-657240,2024,-0.48919,1.26358,130
pitcher-657265,2024,-0.19884,0.97875,99
pitcher-657277,2024,1.05444,0.53548,1672
pitcher-657376,2024,-0.49007,0.79818,789
pitcher-657508,2024,-0.40346,0.92118,512
pitcher-657514,2024,0.62937,0.90742,456
pitcher-657571,2024,0.31303,0.88687,463
pitcher-657585,2024,0.9143,0.74379,483
pitcher-657612,2024,-2.73245,1.03425,477
pitcher-657649,2024,-0.84997,0.91429,520
pitcher-657697,2024,-0.07268,0.78146,79
pitcher-657746,2024,-0.40512,0.83686,991
pitcher-658648,2024,0.66868,0.80221,699
pitcher-659275,2024,0.35473,0.46472,37
pitcher-660600,2024,0.20306,0.81551,172
pitcher-660644,2024,-0.31547,0.30914,30
pitcher-660761,2024,-0.64795,0.70066,483
pitcher-660813,2024,0.64373,0.60675,52
pitcher-660825,2024,-0.39586,1.15534,229
pitcher-660844,2024,0.14141,0.75599,10
pitcher-660853,2024,0.20026,0.87958,505
pitcher-660896,2024,0.20689,0.99551,460
pitcher-661269,2024,1.00457,0.71717,41
pitcher-661395,2024,-0.17665,0.73371,419
pitcher-661403,2024,1.01986,0.80231,419
pitcher-661527,2024,-0.21787,0.82801,442
pitcher-661563,2024,-1.0576,0.43612,1413
pitcher-662253,2024,1.79634,0.97775,489
pitcher-663158,2024,-0.43681,0.79175,420
pitcher-663321,2024,0.41518,0.57763,72
pitcher-663362,2024,-0.96118,0.62884,1310
pitcher-663372,2024,0.06499,0.67004,1297
pitcher-663423,2024,0.48051,0.6767,545
pitcher-663432,2024,-1.58175,0.67732,442
pitcher-663436,2024,-0.16665,0.57432,431
pitcher-663460,2024,-0.06617,0.98135,222
pitcher-663462,2024,0.58086,0.83248,52
pitcher-663465,2024,-0.28092,0.69642,217
pitcher-663474,2024,-0.49036,0.97658,701
pitcher-663485,2024,-0.24818,0.7169,539
pitcher-663531,2024,0.43423,0.66464,224
pitcher-663542,2024,-1.1959,0.91887,478
pitcher-663546,2024,4.34836,0.72687,627
pitcher-663554,2024,0.50844,0.53148,864
pitcher-663559,2024,-2.00839,0.63906,1053
pitcher-663562,2024,1.70824,1.13077,174
pitcher-663567,2024,2.4854,0.70783,496
pitcher-663568,2024,0.32274,0.75974,391
pitcher-663574,2024,0.14924,0.92172,245
pitcher-663623,2024,-1.35405,0.66285,1541
pitcher-663687,2024,-1.52424,0.68818,647
pitcher-663704,2024,0.92095,0.9593,441
pitcher-663738,2024,0.44644,0.79126,321
pitcher-663765,2024,0.52351,0.98517,332
pitcher-663767,2024,0.28035,1.02296,61
pitcher-663773,2024,0.29951,0.71646,410
pitcher-663776,2024,-0.68532,0.78582,744
pitcher-663855,2024,-0.63775,0.99705,1010
pitcher-663878,2024,0.19117,0.65935,537
pitcher-663893,2024,-0.85428,0.78812,346
pitcher-663897,2024,0.63436,0.5072,27
pitcher-663903,2024,0.65748,0.53935,1552
pitcher-663941,2024,-0.64244,1.37459,110
pitcher-663947,2024,-0.28399,0.95014,668
pitcher-663969,2024,-0.0792,1.11319,254
pitcher-663978,2024,-0.69427,0.54689,705
pitcher-663989,2024,-0.41827,1.12365,77
pitcher-663992,2024,0.07969,0.94278,264
pitcher-664076,2024,-0.29394,0.82066,523
pitcher-664079,2024,-0.79284,0.76628,75
pitcher-664123,2024,-0.70441,0.51543,28
pitcher-664126,2024,-0.63119,1.08276,370
pitcher-664129,2024,-1.40636,1.19291,58
pitcher-664139,2024,0.03923,0.91389,19
pitcher-664192,2024,-2.23874,1.0611,95
pitcher-664208,2024,-0.11784,0.6592,546
pitcher-664285,2024,-1.62898,0.65328,1338
pitcher-664299,2024,-0.83734,0.98318,309
pitcher-664350,2024,-0.35755,0.87434,323
pitcher-664351,2024,1.13938,0.77368,53
pitcher-664747,2024,-0.64179,0.71757,504
pitcher-664776,2024,-0.20273,0.906,343
pitcher-664849,2024,0.60782,0.79872,408
pitcher-664854,2024,0.44119,0.72168,398
pitcher-664875,2024,-0.92639,0.73916,598
pitcher-664901,2024,0.29467,0.2404,9
pitcher-664948,2024,0.08064,0.10454,16
pitcher-665019,2024,0.37192,0.28493,10
pitcher-665152,2024,-0.35198,0.72567,1127
pitcher-665620,2024,-0.25196,0.60013,154
pitcher-665622,2024,-1.39294,0.64373,349
pitcher-665625,2024,0.97585,0.85307,407
pitcher-665795,2024,-0.6425,0.72893,880
pitcher-665828,2024,-0.43397,0.34951,11
pitcher-665871,2024,0.72366,0.69888,1358
pitcher-665896,2024,-2.19296,0.78249,165
pitcher-666129,2024,-0.28732,1.12975,290
pitcher-666142,2024,-0.29804,0.60141,1502
pitcher-666149,2024,-0.70157,0.62153,15
pitcher-666157,2024,-1.27396,1.0085,956
pitcher-666159,2024,-0.9693,0.95274,212
pitcher-666163,2024,0.05835,0.14634,22
pitcher-666171,2024,-0.77069,0.72998,100
pitcher-666197,2024,0.84244,0.76341,7
pitcher-666200,2024,2.41166,0.735,511
pitcher-666201,2024,0.64479,0.84584,198
pitcher-666204,2024,-0.25182,0.95343,246
pitcher-666205,2024,-1.10847,1.04334,327
pitcher-666207,2024,0.79429,0.74061,73
pitcher-666208,2024,-1.33419,1.14501,18
pitcher-666214,2024,-0.03386,0.85772,609
pitcher-666215,2024,0.25834,0.58644,51
pitcher-666277,2024,-0.0586,0.67809,274
pitcher-666619,2024,0.4352,0.86755,52
pitcher-666720,2024,0.89624,0.81318,216
pitcher-666745,2024,1.84931,1.05835,315
pitcher-666808,2024,-1.67163,0.83597,592
pitcher-666818,2024,0.51621,0.56893,111
pitcher-666974,2024,-2.37271,0.9103,497
pitcher-667297,2024,2.03365,1.03289,178
pitcher-667463,2024,1.19868,0.78682,405
pitcher-667478,2024,0.01768,0.01662,1
pitcher-667725,2024,-1.37895,0.99454,296
pitcher-667755,2024,-0.28061,0.76096,890
pitcher-668338,2024,-0.52394,0.82155,439
pitcher-668390,2024,0.18545,0.58937,133
pitcher-668472,2024,0.16535,0.16098,8
pitcher-668674,2024,0.31268,1.10453,470
pitcher-668676,2024,-0.35265,0.58736,108
pitcher-668678,2024,2.94455,0.54887,1318
pitcher-668800,2024,0.11411,0.57187,25
pitcher-668868,2024,-0.22747,1.66413,159
pitcher-668873,2024,-0.35731,0.43838,75
pitcher-668874,2024,-1.45969,1.0499,30
pitcher-668881,2024,1.01885,0.48064,1210
pitcher-668909,2024,0.21356,0.79305,657
pitcher-668933,2024,-1.53442,0.86991,634
pitcher-668941,2024,0.5923,0.8898,480
pitcher-668942,2024,-0.38519,0.30063,18
pitcher-668943,2024,-1.72904,0.78515,102
pitcher-668964,2024,1.71375,0.78294,1028
pitcher-668968,2024,-0.84941,0.93905,230
pitcher-668970,2024,0.92488,0.70379,15
pitcher-668984,2024,-2.43928,1.20457,77
pitcher-669022,2024,0.40685,0.636,1407
pitcher-669060,2024,-0.05025,0.69256,824
pitcher-669062,2024,-0.54529,0.69632,676
pitcher-669084,2024,-0.9303,1.41194,412
pitcher-669093,2024,-0.52651,1.08381,431
pitcher-669111,2024,1.67009,1.49717,95
pitcher-669165,2024,1.59573,0.81763,31
pitcher-669169,2024,-0.26938,0.50619,57
pitcher-669194,2024,-0.58725,0.61913,1122
pitcher-669199,2024,-0.30561,0.61448,86
pitcher-669203,2024,0.05339,0.60353,1442
pitcher-669211,2024,0.97162,0.68814,632
pitcher-669212,2024,0.44993,0.72207,285
pitcher-669270,2024,-1.13145,0.51236,75
pitcher-669276,2024,-0.32882,0.74991,335
pitcher-669302,2024,-0.70505,0.6458,1408
pitcher-669308,2024,0.58252,0.8977,125
pitcher-669330,2024,0.06986,1.43865,119
pitcher-669358,2024,0.35476,1.0237,571
pitcher-669372,2024,-1.00551,1.47248,262
pitcher-669373,2024,-1.52267,0.70539,1323
pitcher-669387,2024,0.47134,0.93881,435
pitcher-669391,2024,1.12892,0.89912,34
pitcher-669395,2024,0.46212,0.42377,10
pitcher-669422,2024,0.63594,0.90562,157
pitcher-669432,2024,-0.77482,0.66659,1151
pitcher-669438,2024,1.28258,1.20556,165
pitcher-669456,2024,1.0753,0.5083,81
pitcher-669459,2024,0.73185,1.75131,64
pitcher-669461,2024,0.49515,0.77447,616
pitcher-669467,2024,-0.95637,0.5052,977
pitcher-669620,2024,-0.56439,1.15414,174
pitcher-669622,2024,-0.27091,0.87312,535
pitcher-669674,2024,0.90286,0.87137,338
pitcher-669711,2024,-0.4274,0.80642,519
pitcher-669713,2024,0.47438,1.13107,561
pitcher-669721,2024,1.52927,1.1878,249
pitcher-669724,2024,0.72907,1.10731,220
pitcher-669796,2024,-0.34657,0.81249,37
pitcher-669854,2024,0.4762,0.66123,1363
pitcher-669912,2024,-2.8554,1.25939,113
pitcher-669923,2024,2.37432,0.60609,1343
pitcher-669952,2024,-1.82649,0.78217,187
pitcher-670036,2024,-0.06194,1.19684,167
pitcher-670046,2024,1.0977,1.13661,201
pitcher-670059,2024,-0.52186,1.00566,452
pitcher-670102,2024,0.32765,1.12228,710
pitcher-670103,2024,-1.29629,1.01428,10
pitcher-670124,2024,-2.67631,1.27381,385
pitcher-670161,2024,1.40695,0.97072,29
pitcher-670167,2024,0.28289,0.88849,478
pitcher-670174,2024,-0.06531,1.01572,625
pitcher-670219,2024,-0.3882,0.29341,23
pitcher-670223,2024,0.53491,0.41876,22
pitcher-670241,2024,0.13911,1.12929,121
pitcher-670242,2024,2.14372,1.94222,12
pitcher-670280,2024,-0.21078,0.79943,484
pitcher-670766,2024,0.73195,0.93284,381
pitcher-670810,2024,-0.28499,0.90022,54
pitcher-670871,2024,-1.12817,1.55899,144
pitcher-670950,2024,-0.59442,0.72642,614
pitcher-670955,2024,0.23202,0.88804,319
pitcher-670970,2024,-1.81124,0.81244,496
pitcher-670990,2024,-0.95693,0.83733,417
pitcher-671096,2024,1.11789,0.81666,1184
pitcher-671106,2024,0.93097,0.68941,866
pitcher-671109,2024,0.55575,0.46491,24
pitcher-671111,2024,2.68211,1.05122,159
pitcher-671131,2024,0.28103,0.96853,75
pitcher-671212,2024,-0.80304,0.6008,555
pitcher-671305,2024,0.65619,0.90844,289
pitcher-671345,2024,0.09195,0.74577,447
pitcher-671737,2024,-0.08972,0.64728,1095
pitcher-671922,2024,0.25117,0.82133,561
pitcher-672282,2024,0.57762,0.76482,749
pitcher-672335,2024,-1.30594,0.8195,433
pitcher-672391,2024,-1.37165,0.98626,181
pitcher-672456,2024,-0.73735,0.82295,773
pitcher-672552,2024,1.43498,1.59346,91
pitcher-672578,2024,2.26327,0.72256,264
pitcher-672582,2024,-1.62198,0.80202,526
pitcher-672710,2024,-0.02516,0.89971,526
pitcher-672782,2024,-1.3414,1.02856,106
pitcher-672851,2024,0.0929,0.58686,95
pitcher-672860,2024,1.44685,1.25743,177
pitcher-673380,2024,1.20797,1.06145,210
pitcher-673513,2024,0.26557,0.72764,482
pitcher-673540,2024,2.12339,1.45221,31
pitcher-673929,2024,0.24967,1.0222,277
pitcher-674003,2024,1.03987,0.75327,591
pitcher-674072,2024,0.77587,0.86326,349
pitcher-674285,2024,-1.8845,1.02646,253
pitcher-674370,2024,0.06747,0.74196,527
pitcher-674444,2024,0.44771,0.79144,38
pitcher-674944,2024,1.1105,0.93285,124
pitcher-675540,2024,2.14407,0.66994,300
pitcher-675627,2024,-0.11854,1.00211,416
pitcher-675650,2024,0.88494,0.73275,136
pitcher-675911,2024,-1.60309,0.87666,78
pitcher-675921,2024,0.44922,1.14553,256
pitcher-675989,2024,-0.39853,0.90752,170
pitcher-676083,2024,0.4554,1.1393,76
pitcher-676092,2024,3.58932,0.91533,321
pitcher-676105,2024,-0.36221,1.00832,181
pitcher-676106,2024,1.15165,0.67119,490
pitcher-676130,2024,0.34965,0.80824,653
pitcher-676254,2024,-1.59176,0.76402,643
pitcher-676272,2024,0.03614,0.97942,530
pitcher-676282,2024,-1.17809,0.47816,379
pitcher-676391,2024,0.72602,0.66092,7
pitcher-676395,2024,0.88412,0.88461,442
pitcher-676428,2024,0.55351,1.10622,331
pitcher-676440,2024,0.15828,0.61491,1354
pitcher-676477,2024,-0.3132,1.55677,169
pitcher-676508,2024,0.52955,1.87271,80
pitcher-676534,2024,0.83961,0.76227,527
pitcher-676568,2024,-1.1508,0.54251,22
pitcher-676596,2024,0.36211,1.13548,273
pitcher-676604,2024,-0.18372,0.19939,46
pitcher-676614,2024,1.47937,1.54824,177
pitcher-676617,2024,-1.08416,0.45961,104
pitcher-676661,2024,0.18648,0.59774,106
pitcher-676664,2024,-0.74455,0.59924,1442
pitcher-676680,2024,0.49601,0.94282,175
pitcher-676684,2024,-0.91804,0.81794,550
pitcher-676702,2024,0.09785,1.25511,266
pitcher-676710,2024,0.1787,0.86923,1301
pitcher-676714,2024,-0.54351,0.98139,184
pitcher-676755,2024,-0.30596,0.41684,52
pitcher-676760,2024,0.00845,0.94128,208
pitcher-676775,2024,0.05708,0.72614,383
pitcher-676879,2024,0.4501,1.13478,259
pitcher-676961,2024,-0.12913,0.11846,30
pitcher-676962,2024,1.28266,1.07991,444
pitcher-676969,2024,-1.63605,0.9975,96
pitcher-676974,2024,0.43021,1.43529,467
pitcher-676979,2024,-1.68587,0.6683,1099
pitcher-677020,2024,-0.6079,0.7303,113
pitcher-677053,2024,-0.4158,0.78138,421
pitcher-677076,2024,0.65211,0.57786,5
pitcher-677161,2024,-0.05104,0.7975,484
pitcher-677865,2024,-0.29081,0.88581,33
pitcher-677944,2024,0.40842,0.72067,635
pitcher-677955,2024,-0.12242,0.4288,73
pitcher-677958,2024,-2.71804,1.14059,104
pitcher-677960,2024,0.73673,0.65688,717
pitcher-677976,2024,0.31724,1.32063,99
pitcher-678020,2024,-0.19321,0.53521,86
pitcher-678061,2024,-0.83667,0.56775,178
pitcher-678226,2024,0.28256,0.8203,163
pitcher-678368,2024,-1.60734,0.79745,577
pitcher-678394,2024,1.335,0.47925,1393
pitcher-678495,2024,-0.22532,0.76649,439
pitcher-678606,2024,-1.85676,0.91078,236
pitcher-678692,2024,1.18816,0.95072,139
pitcher-678821,2024,-0.69467,1.05779,101
pitcher-678906,2024,-0.5605,0.40228,111
pitcher-679156,2024,-0.61543,0.64547,168
pitcher-679358,2024,1.08498,0.65544,22
pitcher-679525,2024,0.68656,0.7127,1081
pitcher-679845,2024,0.06308,0.07779,4
pitcher-679885,2024,-2.45873,0.95929,585
pitcher-680570,2024,-0.12849,0.62062,888
pitcher-680572,2024,0.02063,0.04695,8
pitcher-680573,2024,-0.24287,0.52263,1100
pitcher-680686,2024,-0.30648,0.58301,87
pitcher-680689,2024,-0.20594,0.15728,14
pitcher-680694,2024,0.90471,0.91148,376
pitcher-680704,2024,0.31628,0.84405,503
pitcher-680730,2024,1.11842,0.57328,1100
pitcher-680732,2024,-0.37744,0.60822,150
pitcher-680736,2024,-0.43756,1.423,310
pitcher-680739,2024,0.83678,0.71001,68
pitcher-680742,2024,0.03395,0.15368,35
pitcher-680744,2024,-1.57747,1.18527,189
pitcher-680767,2024,0.55182,0.711,720
pitcher-680880,2024,0.57945,0.79846,144
pitcher-680885,2024,-0.58651,0.78986,842
pitcher-680891,2024,0.29525,0.7451,43
pitcher-680897,2024,-1.30258,0.8378,398
pitcher-680911,2024,-0.3788,0.28477,18
pitcher-681035,2024,0.76819,0.89363,373
pitcher-681066,2024,-2.20546,0.89512,185
pitcher-681190,2024,-0.47236,0.64411,821
pitcher-681217,2024,0.05182,0.85306,94
pitcher-681293,2024,-1.74503,0.62882,1276
pitcher-681347,2024,-0.7607,0.56448,32
pitcher-681402,2024,1.00447,0.89271,228
pitcher-681432,2024,-0.0972,1.10995,270
pitcher-681517,2024,-1.60372,0.97344,316
pitcher-681676,2024,-1.4778,0.8511,566
pitcher-681799,2024,0.08375,0.77885,246
pitcher-681806,2024,0.17594,0.172,17
pitcher-681810,2024,-0.19844,0.8773,88
pitcher-681857,2024,0.9053,0.61133,915
pitcher-681867,2024,0.44913,0.70269,952
pitcher-681869,2024,-0.14427,0.71233,462
pitcher-681870,2024,-2.40538,1.21543,91
pitcher-681871,2024,-1.09315,0.63903,38
pitcher-681882,2024,-2.83825,1.67697,63
pitcher-681892,2024,-0.31788,0.92999,359
pitcher-681911,2024,1.63117,0.73583,564
pitcher-681982,2024,-1.19456,1.34071,262
pitcher-682052,2024,-3.05472,1.25028,106
pitcher-682073,2024,-0.25429,0.23507,12
pitcher-682120,2024,-0.86713,0.85237,504
pitcher-682175,2024,-0.43661,1.37791,24
pitcher-682227,2024,3.19645,0.74367,146
pitcher-682243,2024,-0.48623,0.45951,1360
pitcher-682254,2024,-1.58784,1.10151,69
pitcher-682610,2024,0.12991,0.66606,764
pitcher-682842,2024,-1.5782,0.93894,158
pitcher-682847,2024,-0.30671,0.83181,1077
pitcher-682989,2024,0.35192,0.46682,56
pitcher-682990,2024,-0.51459,1.22764,383
pitcher-683003,2024,-0.50615,0.76833,891
pitcher-683004,2024,0.93253,1.35222,317
pitcher-683021,2024,0.1115,0.10385,7
pitcher-683068,2024,-0.10775,0.45825,40
pitcher-683155,2024,-0.07672,0.84183,880
pitcher-683232,2024,0.20689,0.59524,499
pitcher-683409,2024,1.43273,0.7711,223
pitcher-683568,2024,0.25511,0.92407,90
pitcher-683618,2024,0.51639,0.6806,31
pitcher-683627,2024,0.02584,0.71843,501
pitcher-683769,2024,0.13155,0.92661,513
pitcher-683822,2024,0.85717,0.61361,33
pitcher-684007,2024,1.14747,0.49265,1105
pitcher-684320,2024,-0.57716,0.65867,796
pitcher-685107,2024,-1.28963,0.77355,101
pitcher-685116,2024,-1.02803,1.25447,87
pitcher-685126,2024,-0.4694,0.32975,58
pitcher-685299,2024,-2.0436,1.26671,270
pitcher-685314,2024,-0.72154,0.54512,14
pitcher-685801,2024,0.26991,0.99133,140
pitcher-686294,2024,-0.71001,0.54916,9
pitcher-686539,2024,-0.49717,0.93154,564
pitcher-686563,2024,0.19046,0.59336,1041
pitcher-686580,2024,0.74705,0.83251,344
pitcher-686613,2024,0.22257,0.66431,1495
pitcher-686642,2024,-0.4758,0.8892,243
pitcher-686654,2024,0.08734,0.2508,40
pitcher-686730,2024,-0.63685,0.692,779
pitcher-686747,2024,1.66089,1.10772,142
pitcher-686751,2024,1.76295,1.15735,32
pitcher-686752,2024,-0.1158,0.82794,1087
pitcher-686790,2024,-0.02271,0.10799,19
pitcher-686796,2024,0.076,0.50069,178
pitcher-686799,2024,-1.02512,1.02446,381
pitcher-686826,2024,-1.21087,0.65351,500
pitcher-686973,2024,-1.27897,0.92025,417
pitcher-686993,2024,-2.16978,1.39816,27
pitcher-687014,2024,0.98047,0.86606,103
pitcher-687134,2024,-2.60274,0.7343,278
pitcher-687145,2024,-0.03371,0.08522,6
pitcher-687330,2024,0.40172,0.71959,563
pitcher-687362,2024,-0.27262,0.21576,71
pitcher-687377,2024,-1.04191,0.53052,38
pitcher-687396,2024,-0.42617,0.32584,29
pitcher-687424,2024,-0.09104,1.01667,131
pitcher-687765,2024,-0.39284,0.68769,1169
pitcher-687792,2024,0.5531,0.65215,779
pitcher-687798,2024,1.28956,0.76934,104
pitcher-687847,2024,0.62664,0.54577,8
pitcher-687863,2024,0.32241,0.87938,334
pitcher-687911,2024,0.30589,1.28119,206
pitcher-687922,2024,-0.69799,1.6722,119
pitcher-687924,2024,-0.79129,1.24232,253
pitcher-688107,2024,-1.38961,1.21584,187
pitcher-688297,2024,0.57814,1.30016,313
pitcher-689017,2024,0.26601,0.6885,605
pitcher-689147,2024,-1.09991,0.83864,569
pitcher-689225,2024,0.05406,0.77462,553
pitcher-689266,2024,-0.96764,0.72238,19
pitcher-689672,2024,1.3918,1.09736,371
pitcher-689690,2024,0.68105,0.81274,135
pitcher-689958,2024,-0.04636,0.54588,59
pitcher-689981,2024,-0.3833,0.3899,153
pitcher-690544,2024,-1.35096,0.71794,157
pitcher-690829,2024,-1.2868,0.96563,261
pitcher-690916,2024,-0.21134,0.62515,150
pitcher-690925,2024,-0.01701,0.6126,23
pitcher-690986,2024,-0.27149,0.70377,1102
pitcher-691172,2024,2.86276,1.0149,167
pitcher-691441,2024,-1.45097,1.0263,33
pitcher-691951,2024,-0.49528,0.36889,124
pitcher-692230,2024,-0.78581,1.27383,117
pitcher-692285,2024,0.09524,1.00278,68
pitcher-693312,2024,0.33278,0.83289,478
pitcher-693433,2024,0.11951,0.79935,782
pitcher-693821,2024,0.27078,1.0335,464
pitcher-694037,2024,-0.51024,0.91897,136
pitcher-694297,2024,0.47238,0.58826,1391
pitcher-694350,2024,0.66685,0.5177,55
pitcher-694361,2024,-0.09878,1.53871,87
pitcher-694363,2024,-0.24245,0.86845,647
pitcher-694462,2024,2.04698,0.9529,77
pitcher-694646,2024,0.59218,0.40622,37
pitcher-694738,2024,-0.06093,0.6822,508
